,temp,saline,coeff
0,3.0309594462058116,3.5307274463071665,-2.7925782484774975
1,3.0309594462058116,3.528863272481266,-2.795066175748192
2,3.0370133626741915,3.5279915467173457,-2.7331202509003134
3,3.045031831769767,3.5305282979585613,-2.768187738509447
4,3.3668647025816503,3.5152371236322497,-2.7762594316414164
5,3.2907722104089645,3.5110945909457283,-2.7732927103528002
6,3.2533815939677644,3.506484894655352,-2.7695750005446023
7,3.3686638593247222,3.5097079307510897,-2.766887650128868
8,3.3755000144748966,3.515076510685311,-2.7678239106426608
9,3.3732744739485425,3.515263889948924,-2.772546890185423
10,3.368347001450047,3.5179576722708545,-2.7718881227730403
11,3.3695174981840808,3.5180229220291572,-2.767786472576423
12,3.370363533561679,3.516449810625294,-2.766318791661421
13,3.3734869700935652,3.517569051439744,-2.7678897417877306
14,3.3758966675488584,3.522659566865881,-2.775430038355252
15,3.3758009381075373,3.5295671426228274,-2.7744630650757296
16,3.3744529154591745,3.518559588041578,-2.7730674884896853
17,3.3801201423931553,3.519706079887684,-2.77315550530025
18,3.379868189758917,3.52278649832749,-2.768450217928188
19,3.3779731072021972,3.5262311044770307,-2.7753540517479287
20,3.379830731920264,3.542798211956224,-2.774758678504811
21,3.381657719787538,3.562122207918903,-2.769640918094294
22,3.3813789542411543,3.560523218661794,-2.7649903207382627
23,3.371019921424544,3.5550165779833978,-2.763162036094755
24,3.3740385638193824,3.556978160726863,-2.7655984812783467
25,3.3726813022628117,3.5589245154894242,-2.7643740347722936
26,3.366923346830132,3.5601962898142343,-2.7657074998689364
27,3.369008156222221,3.559243322243996,-2.7659969094950387
28,3.371043969341738,3.5608386747328895,-2.7679589590178724
29,3.370005947401954,3.561190958472672,-2.776197377373025
30,3.3713221960433346,3.5636704767762177,-2.770177278961307
31,3.3714183551730312,3.55943114292702,-2.770265265617438
32,3.369008156222221,3.5574886259885248,-2.763344723817821
33,3.3718269283485047,3.5566358034223216,-2.7633935429755634
34,3.3744357968908343,3.556361833163504,-2.763042854480712
35,3.3713084582699526,3.5563190185294555,-2.763765497740999
36,3.3564126848870006,3.556809849699098,-2.758684000649567
37,3.3507458381660573,3.5566215359907303,-2.7585916836397666
38,3.349370611668461,3.5563903752345185,-2.756361746782819
39,3.3467235962744066,3.5564017918348263,-2.757750726046261
40,3.347930210636686,3.5565559031834346,-2.756586955801869
41,3.345036117561942,3.556184854137911,-2.756225649782151
42,3.346128547834343,3.5562390929743586,-2.748449926826701
43,3.344877439735777,3.5562105465850467,-2.7412110077653415
44,3.345272324572042,3.5563447075298553,-2.7446710535163095
45,3.3434164211390507,3.556364687407265,-2.740325875370936
46,3.343878955020841,3.556404645964538,-2.7346053425115397
47,3.3433987629347834,3.55633899892013,-2.734181122710744
48,3.346406750645986,3.556281911030454,-2.735978731940825
49,3.34723737686621,3.556347561822497,-2.7346283716552797
50,3.348980854208538,3.5561220475991586,-2.7343780001262226
51,3.3496619526992366,3.556304746577409,-2.7320987423137204
52,3.3491950640472075,3.5568726130555888,-2.72311817364414
53,3.350412729823873,3.557297588497549,-2.7213420724064648
54,3.3498198732023834,3.5578591916755324,-2.722107842986011
55,3.352924083894268,3.557651121694862,-2.721385173161755
56,3.3557640769303223,3.5577138322741573,-2.724653060539769
57,3.357067839899893,3.557790789883379,-2.7220909543667946
58,3.3594513492392335,3.557665374444574,-2.7287089529826094
59,3.3601288289711544,3.557762287755693,-2.7151652254534224
60,3.3586377672433594,3.557012390011731,-2.7230786392155353
61,3.3569110599506824,3.557864891613688,-2.7150330942161203
62,3.356841372082615,3.5581441487914147,-2.70742568116011
63,3.3564545161189017,3.5579161895951237,-2.709509189451805
64,3.3567333462887383,3.558730904646612,-2.7072436474552735
65,3.3583177160324342,3.558437569754317,-2.7104147687390157
66,3.3571444789300986,3.5597697001926627,-2.71462755091765
67,3.355994276297942,3.559647377599385,-2.709887562837635
68,3.3574161518097605,3.5593144705926014,-2.710177521021023
69,3.3546960960105854,3.559786767271974,-2.705708307578456
70,3.355900110234275,3.559570562741647,-2.7156962620106895
71,3.354231552381411,3.5594795152688627,-2.7100355344437888
72,3.3525567063187123,3.5594169153223367,-2.703623013094151
73,3.353168927318123,3.5594880513215927,-2.704643825899246
74,3.3518810791061937,3.55965591221936,-2.7042473146648955
75,3.3505880638356134,3.5596701364241206,-2.71612254054225
76,3.3505635189245613,3.559103856794912,-2.7120342733877822
77,3.3496900292781073,3.5584518112994683,-2.709098495170982
78,3.349265286793788,3.5581441487914147,-2.709575001920562
79,3.349240709393409,3.5584404180795732,-2.7059341773644077
80,3.3491985753016555,3.558938750101453,-2.700977511903006
81,3.3482254862293828,3.5574458595715597,-2.699263539247618
