,temp,saline,coeff
82,3.345941862052389,3.5571179229316825,-2.7008593402775136
83,3.3458150367364765,3.5576340181270574,-2.700578204124624
84,3.346128547834343,3.556818408570582,-2.695538253813456
85,3.3492793307513757,3.5566044148041174,-2.694796421282604
86,3.3479548202664358,3.5563789585038705,-2.6968019791710844
87,3.3483520062267402,3.5564388948857006,-2.69615443685719
88,3.347824733934634,3.5569867181579222,-2.6920146878472853
89,3.3477368281836077,3.5567927317363637,-2.6886357306349478
90,3.3462271602173206,3.557260517293743,-2.690806697540117
91,3.345226497723494,3.5575028810544187,-2.6864957672867216
92,3.3481200406690705,3.557505732043213,-2.6849464958099705
93,3.3473534687900366,3.5574201988434497,-2.6855103601253054
94,3.3484503996035397,3.557260517293743,-2.683157460335783
95,3.3505389734110413,3.5578620416486713,-2.678234671415919
96,3.3549509793853645,3.557702430643154,-2.6768898604749123
97,3.3546926040064022,3.5570066852122832,-2.6770681278913044
98,3.3525357092373054,3.5570922537869913,-2.6720200970555523
99,3.355003344636494,3.556281911030454,-2.6668083742495226
100,3.3572071792227205,3.5556280222967294,-2.6710041289956354
101,3.3580219254778276,3.555573750305491,-2.6716608668519295
102,3.361163271124229,3.5555794632853814,-2.6662289407988404
103,3.3596702774994025,3.555685147526674,-2.661311432425694
104,3.3601114634282117,3.555419487509943,-2.6570752616800153
105,3.359750191747982,3.555228054288838,-2.6548994046523413
106,3.356252315618987,3.55490796466101,-2.653484297467498
107,3.356806526327347,3.5546992796474095,-2.6481615192990366
108,3.3529485709345037,3.553283073726146,-2.646166463781914
109,3.3506336456435712,3.5520569373911997,-2.640903371522
110,3.347965367065219,3.551664141323285,-2.638941224795257
111,3.3469136554749,3.550832165878816,-2.6367264520387463
112,3.3407925273617374,3.5494880680742975,-2.636756857746293
113,3.3370036899529714,3.5482054709559963,-2.631893729061549
114,3.335078946450696,3.5481421612390847,-2.625603427933146
115,3.332775775543496,3.548775078115076,-2.6261892814669388
116,3.3315507250757217,3.5486053806220212,-2.628188520315843
117,3.3289098028686213,3.549074135798055,-2.6290661220354363
118,3.325363305262651,3.5495139331534244,-2.6305932260231484
119,3.323686189220546,3.549163260692278,-2.627985345372927
120,3.3237041989638176,3.548915991434925,-2.6250478566712423
121,3.322597798849512,3.548496068683035,-2.6275322271236456
122,3.3192278187949045,3.5484442851726192,-2.622261447735362
123,3.318319269135915,3.5482745315307804,-2.6228518549050275
124,3.316586756922926,3.5455805139303616,-2.6132035915576073
125,3.3146695241217903,3.5460449211632694,-2.606859642613618
126,3.313291058873426,3.5461573848830246,-2.5952250226097333
127,3.3111012517106015,3.545566087891939,-2.595883027993162
128,3.309750728816551,3.546047805006394,-2.5876079549541555
129,3.3051195739735864,3.54677426848743,-2.5897919870083443
130,3.3043303238853534,3.547321650144222,-2.593070048224318
131,3.303878519138126,3.5473706117971773,-2.598763931479742
132,3.3040071022443196,3.54764417691386,-2.6002547729767636
133,3.3063590905008695,3.5481133827699822,-2.5944077569006847
134,3.306773142629718,3.548487438284181,-2.5774890065300124
135,3.3068354188246625,3.5482889185502358,-2.572125538137276
136,3.307655637253791,3.5486283921392867,-2.5729443900855293
137,3.3054901230324676,3.548346464558285,-2.568644829389786
138,3.305471782249719,3.548458669750051,-2.565686779660828
139,3.309611923129678,3.548286041162904,-2.556281153457712
140,3.3083435159800927,3.5481939603964965,-2.558568106083694
141,3.309089402669153,3.5472006757819985,-2.5521794792509818
142,3.314949349614265,3.5482946733000627,-2.5489593905634957
143,3.308987058999019,3.548055823347057,-2.536181470608791
144,3.3122204378474414,3.5480241642521877,-2.519564695478566
145,3.310006373077999,3.5477823708346987,-2.5157869168056144
146,3.3180005382615967,3.5477535820093675,-2.5248887883661557
147,3.3200740903683745,3.5477967649365723,-2.5283701949391384
148,3.325111557411967,3.5485277128415977,-2.5268340205118167
149,3.321526271604339,3.547128660284232,-2.509506863675331
150,3.328515571542912,3.547045115808994,-2.507475801989712
151,3.3229763470675553,3.5475577960143507,-2.5270076568289808
152,3.3285370790777193,3.5476960018721955,-2.5387771900724356
153,3.3293862569132537,3.5478485819878482,-2.54233811263691
154,3.330223978788479,3.5479119102933185,-2.545323423085544
155,3.3305638793618897,3.5477564609291967,-2.5376383679993304
156,3.3316329182762465,3.547336050879236,-2.534628518430482
157,3.329944816131471,3.5469529207010315,-2.5344729175198264
158,3.332393777977209,3.5471920341960943,-2.5361782969415967
159,3.3315685937374844,3.547154586460886,-2.5321582919904526
160,3.334024281957123,3.5471805119653905,-2.5302099677305088
